dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
1225,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1574.009,Path Interception by Unquoted Path,
1226,RA-5,Vulnerability Scanning,mitigates,T1574.002,DLL Side-Loading,
1227,RA-5,Vulnerability Scanning,mitigates,T1574.004,Dylib Hijacking,
1228,RA-5,Vulnerability Scanning,mitigates,T1574,Hijack Execution Flow,
1229,RA-5,Vulnerability Scanning,mitigates,T1574.007,Path Interception by PATH Environment Variable,
1230,RA-5,Vulnerability Scanning,mitigates,T1574.008,Path Interception by Search Order Hijacking,
1231,RA-5,Vulnerability Scanning,mitigates,T1574.009,Path Interception by Unquoted Path,
1232,SI-3,Malicious Code Protection,mitigates,T1547.002,Authentication Package,
1233,SI-3,Malicious Code Protection,mitigates,T1547.008,LSASS Driver,
1234,SI-3,Malicious Code Protection,mitigates,T1547.005,Security Support Provider,
1235,SI-4,Information System Monitoring,mitigates,T1547.002,Authentication Package,
1236,SI-4,Information System Monitoring,mitigates,T1547.008,LSASS Driver,
1237,SI-4,Information System Monitoring,mitigates,T1547.005,Security Support Provider,
1238,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1547.002,Authentication Package,
1239,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1547.008,LSASS Driver,
1240,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1547.005,Security Support Provider,
1241,CM-6,Configuration Settings,mitigates,T1547.002,Authentication Package,
1242,CM-6,Configuration Settings,mitigates,T1547.008,LSASS Driver,
1243,CM-6,Configuration Settings,mitigates,T1547.005,Security Support Provider,
1244,SC-39,Process Isolation,mitigates,T1547.002,Authentication Package,
1245,SC-39,Process Isolation,mitigates,T1547.008,LSASS Driver,
1246,SC-39,Process Isolation,mitigates,T1547.005,Security Support Provider,
1247,CM-5,Access Restrictions For Change,mitigates,T1556.001,Domain Controller Authentication,
1248,CM-5,Access Restrictions For Change,mitigates,T1556,Modify Authentication Process,
1249,CM-6,Configuration Settings,mitigates,T1556.001,Domain Controller Authentication,
1250,CM-6,Configuration Settings,mitigates,T1556,Modify Authentication Process,
1251,SI-4,Information System Monitoring,mitigates,T1556.001,Domain Controller Authentication,
1252,SI-4,Information System Monitoring,mitigates,T1556,Modify Authentication Process,
1253,AC-2,Account Management,mitigates,T1556.001,Domain Controller Authentication,
1254,AC-2,Account Management,mitigates,T1556,Modify Authentication Process,
1255,CA-7,Continuous Monitoring,mitigates,T1556.001,Domain Controller Authentication,
1256,CA-7,Continuous Monitoring,mitigates,T1556,Modify Authentication Process,
1257,SC-39,Process Isolation,mitigates,T1556.001,Domain Controller Authentication,
1258,SC-39,Process Isolation,mitigates,T1556,Modify Authentication Process,
1259,AC-2,Account Management,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1260,AC-2,Account Management,mitigates,T1003.007,Proc Filesystem,
1261,AC-3,Access Enforcement,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1262,AC-3,Access Enforcement,mitigates,T1003.005,Cached Domain Credentials,
1263,AC-3,Access Enforcement,mitigates,T1003.006,DCSync,
1264,AC-3,Access Enforcement,mitigates,T1003.004,LSA Secrets,
1265,AC-3,Access Enforcement,mitigates,T1003.001,LSASS Memory,
1266,AC-3,Access Enforcement,mitigates,T1003.003,NTDS,
1267,AC-3,Access Enforcement,mitigates,T1003,OS Credential Dumping,
1268,AC-3,Access Enforcement,mitigates,T1003.007,Proc Filesystem,
1269,AC-3,Access Enforcement,mitigates,T1003.002,Security Account Manager,
1270,AC-5,Separation Of Duties,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1271,AC-5,Separation Of Duties,mitigates,T1003.004,LSA Secrets,
1272,AC-5,Separation Of Duties,mitigates,T1003.001,LSASS Memory,
1273,AC-5,Separation Of Duties,mitigates,T1003.003,NTDS,
1274,AC-5,Separation Of Duties,mitigates,T1003.007,Proc Filesystem,
1275,AC-5,Separation Of Duties,mitigates,T1003.002,Security Account Manager,
1276,AC-6,Least Privilege,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1277,AC-6,Least Privilege,mitigates,T1003.007,Proc Filesystem,
1278,CM-5,Access Restrictions For Change,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1279,CM-5,Access Restrictions For Change,mitigates,T1003.005,Cached Domain Credentials,
1280,CM-5,Access Restrictions For Change,mitigates,T1003.006,DCSync,
1281,CM-5,Access Restrictions For Change,mitigates,T1003.004,LSA Secrets,
1282,CM-5,Access Restrictions For Change,mitigates,T1003.001,LSASS Memory,
1283,CM-5,Access Restrictions For Change,mitigates,T1003.003,NTDS,
1284,CM-5,Access Restrictions For Change,mitigates,T1003,OS Credential Dumping,
1285,CM-5,Access Restrictions For Change,mitigates,T1003.007,Proc Filesystem,
1286,CM-5,Access Restrictions For Change,mitigates,T1003.002,Security Account Manager,
1287,CM-6,Configuration Settings,mitigates,T1003.008,/etc/passwd and /etc/shadow,
1288,CM-6,Configuration Settings,mitigates,T1003.007,Proc Filesystem,
1289,IA-2,Identification And Authentication (Organizational Users),mitigates,T1003.008,/etc/passwd and /etc/shadow,
1290,IA-2,Identification And Authentication (Organizational Users),mitigates,T1003.007,Proc Filesystem,
1291,AC-2,Account Management,mitigates,T1021.003,Distributed Component Object Model,
1292,AC-2,Account Management,mitigates,T1021.002,SMB/Windows Admin Shares,
1293,AC-2,Account Management,mitigates,T1021.006,Windows Remote Management,
1294,AC-3,Access Enforcement,mitigates,T1021.003,Distributed Component Object Model,
1295,AC-3,Access Enforcement,mitigates,T1021.002,SMB/Windows Admin Shares,
1296,AC-3,Access Enforcement,mitigates,T1021.006,Windows Remote Management,
1297,AC-5,Separation Of Duties,mitigates,T1021.003,Distributed Component Object Model,
1298,AC-5,Separation Of Duties,mitigates,T1021.002,SMB/Windows Admin Shares,
1299,AC-5,Separation Of Duties,mitigates,T1021.006,Windows Remote Management,
1300,AC-6,Least Privilege,mitigates,T1021.003,Distributed Component Object Model,
1301,AC-6,Least Privilege,mitigates,T1021.002,SMB/Windows Admin Shares,
1302,AC-6,Least Privilege,mitigates,T1021.006,Windows Remote Management,
1303,AC-17,Remote Access,mitigates,T1021.003,Distributed Component Object Model,
1304,AC-17,Remote Access,mitigates,T1021.002,SMB/Windows Admin Shares,
1305,AC-17,Remote Access,mitigates,T1021.006,Windows Remote Management,
1306,CM-5,Access Restrictions For Change,mitigates,T1021.003,Distributed Component Object Model,
1307,CM-5,Access Restrictions For Change,mitigates,T1021.002,SMB/Windows Admin Shares,
1308,CM-5,Access Restrictions For Change,mitigates,T1021.006,Windows Remote Management,
1309,CM-6,Configuration Settings,mitigates,T1021.003,Distributed Component Object Model,
1310,CM-6,Configuration Settings,mitigates,T1021.001,Remote Desktop Protocol,
1311,CM-6,Configuration Settings,mitigates,T1021,Remote Services,
1312,CM-6,Configuration Settings,mitigates,T1021.002,SMB/Windows Admin Shares,
1313,CM-6,Configuration Settings,mitigates,T1021.006,Windows Remote Management,
1314,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.003,Distributed Component Object Model,
1315,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.002,SMB/Windows Admin Shares,
1316,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.006,Windows Remote Management,
1317,CM-6,Configuration Settings,mitigates,T1047,Windows Management Instrumentation,
1318,CM-6,Configuration Settings,mitigates,T1053.002,At (Windows),
1319,CM-6,Configuration Settings,mitigates,T1053.005,Scheduled Task,
1320,CM-6,Configuration Settings,mitigates,T1053,Scheduled Task/Job,
1321,CM-6,Configuration Settings,mitigates,T1053.006,Systemd Timers,
1322,AC-2,Account Management,mitigates,T1055,Process Injection,
1323,AC-2,Account Management,mitigates,T1055.008,Ptrace System Calls,
1324,AC-3,Access Enforcement,mitigates,T1055,Process Injection,
1325,AC-3,Access Enforcement,mitigates,T1055.008,Ptrace System Calls,
1326,AC-5,Separation Of Duties,mitigates,T1055,Process Injection,
1327,AC-5,Separation Of Duties,mitigates,T1055.008,Ptrace System Calls,
1328,AC-6,Least Privilege,mitigates,T1055,Process Injection,
1329,AC-6,Least Privilege,mitigates,T1055.008,Ptrace System Calls,
1330,CM-5,Access Restrictions For Change,mitigates,T1055,Process Injection,
1331,CM-5,Access Restrictions For Change,mitigates,T1055.008,Ptrace System Calls,
1332,CM-6,Configuration Settings,mitigates,T1055,Process Injection,
1333,CM-6,Configuration Settings,mitigates,T1055.008,Ptrace System Calls,
1334,IA-2,Identification And Authentication (Organizational Users),mitigates,T1055,Process Injection,
1335,IA-2,Identification And Authentication (Organizational Users),mitigates,T1055.008,Ptrace System Calls,
1336,AC-2,Account Management,mitigates,T1056.003,Web Portal Capture,
1337,AC-3,Access Enforcement,mitigates,T1056.003,Web Portal Capture,
1338,AC-5,Separation Of Duties,mitigates,T1056.003,Web Portal Capture,
1339,AC-6,Least Privilege,mitigates,T1056.003,Web Portal Capture,
1340,CM-5,Access Restrictions For Change,mitigates,T1056.003,Web Portal Capture,
1341,CM-6,Configuration Settings,mitigates,T1056.003,Web Portal Capture,
1342,IA-2,Identification And Authentication (Organizational Users),mitigates,T1056.003,Web Portal Capture,
1343,AC-2,Account Management,mitigates,T1059,Command and Scripting Interpreter,
1344,AC-2,Account Management,mitigates,T1059.001,PowerShell,
1345,AC-3,Access Enforcement,mitigates,T1059,Command and Scripting Interpreter,
1346,AC-3,Access Enforcement,mitigates,T1059.001,PowerShell,
1347,AC-5,Separation Of Duties,mitigates,T1059,Command and Scripting Interpreter,
1348,AC-5,Separation Of Duties,mitigates,T1059.001,PowerShell,
1349,AC-6,Least Privilege,mitigates,T1059,Command and Scripting Interpreter,
1350,AC-6,Least Privilege,mitigates,T1059.001,PowerShell,
1351,CM-5,Access Restrictions For Change,mitigates,T1059,Command and Scripting Interpreter,
1352,CM-5,Access Restrictions For Change,mitigates,T1059.001,PowerShell,
1353,CM-6,Configuration Settings,mitigates,T1059.008,Network Device CLI,
1354,CM-6,Configuration Settings,mitigates,T1059.001,PowerShell,
1355,IA-2,Identification And Authentication (Organizational Users),mitigates,T1059,Command and Scripting Interpreter,
1356,IA-2,Identification And Authentication (Organizational Users),mitigates,T1059.001,PowerShell,
1357,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1059,Command and Scripting Interpreter,
1358,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1059.001,PowerShell,
1359,AC-2,Account Management,mitigates,T1078.002,Domain Accounts,
1360,AC-2,Account Management,mitigates,T1078.003,Local Accounts,
1361,AC-2,Account Management,mitigates,T1078,Valid Accounts,
1362,AC-3,Access Enforcement,mitigates,T1078.002,Domain Accounts,
1363,AC-3,Access Enforcement,mitigates,T1078.003,Local Accounts,
1364,AC-3,Access Enforcement,mitigates,T1078,Valid Accounts,
1365,AC-5,Separation Of Duties,mitigates,T1078.002,Domain Accounts,
1366,AC-5,Separation Of Duties,mitigates,T1078.003,Local Accounts,
1367,AC-5,Separation Of Duties,mitigates,T1078,Valid Accounts,
1368,AC-6,Least Privilege,mitigates,T1078.002,Domain Accounts,
1369,AC-6,Least Privilege,mitigates,T1078.003,Local Accounts,
1370,AC-6,Least Privilege,mitigates,T1078,Valid Accounts,
1371,CM-5,Access Restrictions For Change,mitigates,T1078.002,Domain Accounts,
1372,CM-5,Access Restrictions For Change,mitigates,T1078.003,Local Accounts,
1373,CM-5,Access Restrictions For Change,mitigates,T1078,Valid Accounts,
1374,CM-6,Configuration Settings,mitigates,T1078.004,Cloud Accounts,
1375,CM-6,Configuration Settings,mitigates,T1078.002,Domain Accounts,
1376,CM-6,Configuration Settings,mitigates,T1078.003,Local Accounts,
1377,CM-6,Configuration Settings,mitigates,T1078,Valid Accounts,
1378,IA-2,Identification And Authentication (Organizational Users),mitigates,T1078.002,Domain Accounts,
1379,IA-2,Identification And Authentication (Organizational Users),mitigates,T1078.003,Local Accounts,
1380,IA-2,Identification And Authentication (Organizational Users),mitigates,T1078,Valid Accounts,
1381,AC-2,Account Management,mitigates,T1098,Account Manipulation,
1382,AC-2,Account Management,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1383,AC-2,Account Management,mitigates,T1098.001,Additional Cloud Credentials,
1384,AC-2,Account Management,mitigates,T1098.002,Exchange Email Delegate Permissions,
1385,AC-3,Access Enforcement,mitigates,T1098,Account Manipulation,
1386,AC-3,Access Enforcement,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1387,AC-3,Access Enforcement,mitigates,T1098.001,Additional Cloud Credentials,
1388,AC-3,Access Enforcement,mitigates,T1098.002,Exchange Email Delegate Permissions,
1389,AC-5,Separation Of Duties,mitigates,T1098,Account Manipulation,
1390,AC-5,Separation Of Duties,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1391,AC-5,Separation Of Duties,mitigates,T1098.001,Additional Cloud Credentials,
1392,AC-5,Separation Of Duties,mitigates,T1098.002,Exchange Email Delegate Permissions,
1393,AC-6,Least Privilege,mitigates,T1098,Account Manipulation,
1394,AC-6,Least Privilege,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1395,AC-6,Least Privilege,mitigates,T1098.001,Additional Cloud Credentials,
1396,AC-6,Least Privilege,mitigates,T1098.002,Exchange Email Delegate Permissions,
1397,CM-5,Access Restrictions For Change,mitigates,T1098,Account Manipulation,
1398,CM-5,Access Restrictions For Change,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1399,CM-5,Access Restrictions For Change,mitigates,T1098.001,Additional Cloud Credentials,
1400,CM-5,Access Restrictions For Change,mitigates,T1098.002,Exchange Email Delegate Permissions,
1401,CM-6,Configuration Settings,mitigates,T1098,Account Manipulation,
1402,CM-6,Configuration Settings,mitigates,T1098.003,Add Office 365 Global Administrator Role,
1403,CM-6,Configuration Settings,mitigates,T1098.001,Additional Cloud Credentials,
1404,CM-6,Configuration Settings,mitigates,T1098.002,Exchange Email Delegate Permissions,
1405,IA-2,Identification And Authentication (Organizational Users),mitigates,T1098,Account Manipulation,
1406,IA-2,Identification And Authentication (Organizational Users),mitigates,T1098.003,Add Office 365 Global Administrator Role,
1407,IA-2,Identification And Authentication (Organizational Users),mitigates,T1098.001,Additional Cloud Credentials,
1408,IA-2,Identification And Authentication (Organizational Users),mitigates,T1098.002,Exchange Email Delegate Permissions,
1409,CM-6,Configuration Settings,mitigates,T1134,Access Token Manipulation,
1410,CM-6,Configuration Settings,mitigates,T1134.002,Create Process with Token,
1411,CM-6,Configuration Settings,mitigates,T1134.003,Make and Impersonate Token,
1412,CM-6,Configuration Settings,mitigates,T1134.001,Token Impersonation/Theft,
1413,AC-2,Account Management,mitigates,T1136.003,Cloud Account,
1414,AC-2,Account Management,mitigates,T1136,Create Account,
1415,AC-2,Account Management,mitigates,T1136.002,Domain Account,
1416,AC-2,Account Management,mitigates,T1136.001,Local Account,
1417,AC-3,Access Enforcement,mitigates,T1136.003,Cloud Account,
1418,AC-3,Access Enforcement,mitigates,T1136,Create Account,
1419,AC-3,Access Enforcement,mitigates,T1136.002,Domain Account,
1420,AC-3,Access Enforcement,mitigates,T1136.001,Local Account,
1421,AC-5,Separation Of Duties,mitigates,T1136.003,Cloud Account,
1422,AC-5,Separation Of Duties,mitigates,T1136,Create Account,
1423,AC-5,Separation Of Duties,mitigates,T1136.002,Domain Account,
1424,AC-5,Separation Of Duties,mitigates,T1136.001,Local Account,
1425,AC-6,Least Privilege,mitigates,T1136.003,Cloud Account,
1426,AC-6,Least Privilege,mitigates,T1136,Create Account,
1427,AC-6,Least Privilege,mitigates,T1136.002,Domain Account,
1428,AC-6,Least Privilege,mitigates,T1136.001,Local Account,
1429,CM-5,Access Restrictions For Change,mitigates,T1136.003,Cloud Account,
1430,CM-5,Access Restrictions For Change,mitigates,T1136,Create Account,
1431,CM-5,Access Restrictions For Change,mitigates,T1136.002,Domain Account,
1432,CM-5,Access Restrictions For Change,mitigates,T1136.001,Local Account,
1433,CM-6,Configuration Settings,mitigates,T1136.003,Cloud Account,
1434,CM-6,Configuration Settings,mitigates,T1136,Create Account,
